,0,wifi_person,blue_person,vendors_wifi,vendors_blue,signal_wifi,signal_blue,Temperature,Precp,event,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
2020-06-28,1313,145.20493071850194,1949.924042199062,9.46017999177964,9.927285624695646,43534.67868338179,71989.70830790611,11.14875867542251,8.580056724069353,10.467687057008042,9.235804548394023,11.004261011833773,10.287304675196735,11.618750233562203,9.91000260482525,10.74318999111663
2020-06-29,2187,377.754556987816,2701.4896857774224,10.703904483027967,8.660316191438703,48069.97958098104,28844.961990077223,10.538628827350875,7.230750714114702,10.029939662726568,10.762597546245164,11.821892604141999,11.626413627088873,11.167569183314365,9.261883440161103,12.146016205185434
2020-06-30,958,104.61454039511324,2364.973317313527,10.232270603954442,9.688665243714068,55175.64228366005,84264.7953659572,10.991647138134523,11.631581099435756,9.667841959656457,10.349108313179158,10.101106073636588,10.600568300418667,10.041466063389775,10.835300253871022,9.418562063612285
2020-07-01,1710,283.43527023949866,2061.6064866940123,10.630231726892818,10.8647468622782,37166.046553763736,28189.57456878056,10.235890767234666,8.976085684181667,9.307768693683638,12.243395546881388,10.629185224693103,8.302522083582078,10.454077118310755,10.508492024835997,10.361149698217764
2020-07-02,1558,299.02039807493514,2163.145797390459,11.081120692201807,10.293993329542921,30500.01569762971,35684.50119596007,9.811178524302184,4.32014454086586,11.304289698567423,9.898968659045936,10.576730045359952,10.776035947265587,8.551959051250549,9.70223682345184,10.176691019171658
2020-07-03,1299,214.5371536595508,2826.882399379849,11.937755341145152,9.58507479039776,64615.26841028534,152807.91008404733,10.269518104740074,13.781736880129095,9.89613815126814,10.505497635063392,7.678756033839647,9.11246427067914,9.422123006523801,13.090642617818197,11.288949259761058
2020-07-04,1753,179.15610104161888,1449.6906299497157,10.279395367579417,9.820044695159106,47282.647569579385,3650.4942848103965,10.825203994864829,24.080231556235226,9.218433595065344,9.299737526716397,9.541787924855642,10.67483296820927,11.08720358954662,10.11949046914882,9.464644839049958
2020-07-05,1543,250.61074367393908,2048.9146227239517,10.345355044924949,11.695126215906885,36664.53817795276,104679.90428457096,10.65162510474812,11.577568165825411,9.894857197259434,7.913106230337866,9.760338438169322,11.128995056421894,10.707952177531485,10.063108263896803,10.00701247215426
2020-07-06,1174,-24.76111582362276,1767.8916568811019,9.231359635951733,9.867328903633153,75326.70102331474,145669.59896879352,8.758462417488005,8.296492501067377,9.178759888833369,8.607613759010187,10.027470795349913,12.600919657933149,12.304377013678865,9.95166285239555,10.173273774195364
2020-07-07,1979,165.1753061151048,2641.816732488508,10.466225976308927,11.351580650384498,40092.54476621576,74630.13942457225,9.21275536157365,7.647770740549364,9.900507840365496,10.379035914760946,10.215793764187792,9.761595535641446,8.95711630748379,11.24629136194639,10.675197008493644
2020-07-08,1472,244.78428052279284,2330.162369269811,9.965805966580195,11.615151507839958,39948.71953478824,39632.34798006158,9.60922469860766,10.49798291909923,8.566451527095802,11.551060082355768,12.709220748057952,12.072992640222296,10.208558716984664,12.0638311998797,10.306161793705792
2020-07-09,1532,67.80012672248719,2036.991156097763,9.547039976330833,11.540277620170873,88244.62989195937,83039.54917329285,9.61735534670862,13.353923383854676,9.848001022373962,11.82588410814782,9.245597511341382,10.026786517205155,10.7429197131282,9.421170055200477,9.765633233734208
2020-07-10,1846,244.56241886882339,253.4565518090476,11.457336616332874,10.68194785803046,33192.35666096107,28901.20814192333,10.031428351290844,12.092005053340142,10.435306525891288,10.678834820312394,9.89899279402202,10.82339545690491,9.13635525351469,9.588790978854263,10.539384638295092
2020-07-11,1337,245.38062342030076,1585.7561772264687,11.16251136641942,10.781045733164389,38335.10172663689,123428.92867797356,9.300567707547538,5.70693370815513,9.632600096178342,9.501417287253544,10.762731175728382,10.27107994908521,10.645994611560383,10.485882461648563,7.868103934346448
2020-07-12,1416,190.19725129988623,3998.273853946188,11.194006928797652,11.048934698617487,41528.854748312995,67721.33045864152,11.02694023305724,12.147271594609476,9.303016559930343,9.773678842640255,8.469244396031963,9.514004071772296,8.934735980137692,12.067089500865322,10.248270747526396
2020-07-13,1892,107.01444327573469,845.0916492350034,9.967248324271875,8.443906626033943,27213.02243259184,101496.17049762193,10.388492022624531,5.202661554144978,11.149218904616003,11.145622125051242,11.894370454691941,9.82383521672358,10.30385070045901,9.455804793060516,9.272556899962082
2020-07-14,1454,260.89177824281995,1479.6217210691607,9.37169597812455,9.020538890111748,61386.19491496089,79863.60954004625,10.18346616656528,9.424731831474526,11.335562258933434,10.132846062971451,9.5440092216084,10.616221821319542,12.634075704899866,9.368462476796521,9.567312823008828
2020-07-15,1014,393.15920176653657,1156.9752699403784,12.297710049134203,12.042353160266714,26425.73505122374,14642.581583988424,10.246536881870732,23.47466105099294,10.23160385252878,8.79628627756527,8.102931412182711,9.900856841511944,9.933918961789923,10.786693160308884,8.991260360395266
2020-07-16,1619,383.3240509008417,2000.0643258311002,10.34241271880935,10.288149310127034,43511.80840484611,26994.708742165123,8.443002437453272,25.07145459919459,11.391571879783847,11.495572787893696,9.010439275940408,9.955045761822706,9.625717759496462,9.57285431365925,9.035225394552688
2020-07-17,1652,189.03770962241023,1502.6506698534138,11.307806507271986,9.350545366281445,80110.10199286506,104857.0402761622,10.102581200618674,11.616598931397643,10.902047246155904,10.876724767824097,8.55910467417217,11.18322955247795,11.032478759505732,10.114176465422835,10.706642012880586
2020-07-18,1709,215.97687939558455,2356.1187159319416,10.24709604121714,8.831641864886773,3042.1707726506647,13911.28301867054,9.922973704507937,3.9971340285024226,10.565913545584717,10.284857155376061,10.491635575225388,11.340588367923791,10.14230798969896,9.026407873282803,10.217158093700329
2020-07-19,1592,211.76238662791945,1773.5115771165938,8.913887827724178,11.343909627252236,69190.03903963244,130467.81544766063,8.657819943197643,13.88610790086426,9.793601578806788,9.758268680434986,9.129247818832265,10.813597935541415,9.476195803285716,10.360348977661383,10.441788436682216
2020-07-20,1711,343.796892037837,2172.4126270036513,10.368249382170383,8.219397955067617,85986.38671169936,72852.52503379778,8.59024537051853,13.118219971884205,8.572483603755655,10.04728319330742,10.243557410408348,8.223816411020952,10.071071849689353,10.610089517907623,8.538077757164194
2020-07-21,1447,229.44425942039325,1878.0400432890256,7.394862341092102,7.940442607098728,71109.5574782499,32059.72149704941,10.799049664528217,8.649639484985022,10.503622571705257,10.440593333318512,9.06939105057625,9.034765367221409,8.8427591407728,9.80850001334268,9.223841265093244
2020-07-22,1514,168.74803937738398,1893.18668070372,9.94058620445477,11.609207500380101,55849.44577679431,161727.9186423277,10.188132488701367,6.658478246124703,10.058921074832055,9.506555923937505,8.936048309308978,10.514909275163562,8.33205375441705,11.169476173099104,9.952691278388675
2020-07-23,1143,39.028378063024064,1809.636388160782,10.321765143816297,9.72529320833829,50408.8574898075,123040.49620056483,9.63232548548976,15.279559654235294,9.676312506605967,10.325883965101923,9.64810579416183,9.279899983471593,10.480892755905135,9.905546158773781,11.523901312036728
2020-07-24,1510,370.746651768618,1419.211175173488,10.096944825174184,11.034584950311977,38803.5064093319,50233.462481484064,9.761741829740403,17.85864616017942,10.018276619400792,10.17952270627849,8.60081927972497,7.736337864291828,10.80536818105966,9.567614304850576,10.905081616830271
2020-07-25,1161,365.43921754829574,1571.8938653749315,12.47353951128189,11.692392894637413,23735.166390357084,95986.21591706623,9.851103061521796,-0.7648745291884484,9.65152744880797,10.142140412027302,8.840573027010006,10.386714834718468,11.197632313067782,9.273228861134019,8.577491267151231
2020-07-26,1598,293.7556204130282,3423.4165316817944,9.490133283043646,9.221959467058817,57166.9096889417,93491.3553324588,9.779357689473208,12.171388008447614,10.54710690507973,12.455439179007685,10.676319617089005,11.045847083394094,10.243785194233197,11.77775368863534,8.915213640522005
2020-07-27,1163,195.46004146776812,1923.549960411844,9.615335915645232,11.96866842048803,51544.58871853815,70151.7179064017,10.160601913675606,11.94588310281763,10.66578377585569,11.384332636753523,7.854631962811596,9.652095235047677,9.985139881800446,10.620923512181182,8.470905698290402
2020-07-28,1898,29.802456926818934,729.1852783175709,9.764124957337668,9.807624752767055,57436.085661660465,90150.66354568618,11.696701748644163,1.1865051926323478,9.937753872170253,8.951550162956721,10.108049310142489,10.855565508133752,10.392555479424288,10.32437633218695,8.124763452899831
2020-07-29,1410,388.56898226025385,1336.562408048713,9.899440257407077,9.175470981961118,59399.49157500734,61439.685529169314,10.654396726621982,17.03166606092214,9.806145285751619,8.650529381805583,11.199302387524728,9.359420503758916,10.425863808469051,10.408267370025401,10.373148601265004
2020-07-30,1222,403.3897691191212,1989.8479176370654,9.977191307261998,9.764411267838309,32970.09218590438,144600.12858481845,10.44692317753065,13.190190256021191,9.687521122849194,10.862413811355466,10.497891215756438,10.237816154561314,9.712556694623473,8.988029507690863,9.5307487597642
2020-07-31,1471,332.2037964826943,1814.648451553831,10.24157512858613,8.79977581389767,52155.63387518091,129797.83524254084,8.422056614431824,22.37202422399045,9.800337573002468,10.536693599748222,9.153586915817888,10.035564430470126,10.296008512674472,10.031081136686073,11.435195205112548
2020-08-01,1367,-24.918629957786408,1407.1147553967587,9.42838745803007,8.706622180381679,60522.73350683214,82111.0866758646,9.342035347366426,8.350973179934993,10.996286724900955,9.641225358266018,10.322731047357902,9.039342747147113,10.347517530929775,9.09086797545171,9.405162939197547
2020-08-02,1457,-43.55887721015688,2451.28397483903,11.846813744767113,9.656043146758899,68934.2686667239,70796.45185850935,11.576482612609272,5.281449883721434,10.215312336900487,8.79458287952174,9.181004823474373,10.429814180386547,10.447672816230005,10.711852793771339,8.676005861513138
2020-08-03,1941,222.8627267049261,1546.1944149140518,8.686542457666729,10.092779226230034,63175.03424414808,71468.73018949271,9.226622793508044,12.957823953033929,11.053125542795696,9.395705384103342,11.27326875026867,11.052752185016285,10.58600842327468,10.036909443784221,8.78900212762622
2020-08-04,1311,14.16634692056411,1800.66240064067,11.541761442477553,9.683825427715231,51172.209576093774,132048.45788264216,10.187525670838273,6.324747105245221,9.34694429939212,10.538847748151438,10.941337305329952,9.772259232290292,9.766520292010568,10.99507027370629,11.366119119280347
2020-08-05,856,124.3795536878383,2397.562854763233,7.876289294971544,9.891047423978751,75975.64966584947,59857.78606766479,9.95694220926139,11.587656005329361,9.729087630919903,9.785096945396775,10.128745100035083,10.206572024771003,9.10063572232018,8.628834664843028,8.91348963285911
2020-08-06,1566,184.90941397651082,2496.0503650393957,9.751350963837906,10.124520575985368,41295.26234970579,113598.54321459269,11.133851046164086,5.527655192133636,10.346003001261323,9.456323162275034,9.061390453522584,8.436697842996221,9.10487037400473,10.044409002262011,10.353007833372617
2020-08-07,1448,201.39935303681008,1847.5301845185359,11.233278847035374,9.703236377475916,76063.92039923673,46860.71347189396,9.753957463429144,9.496019284318624,7.939975615824437,11.585015148495087,9.526316979861429,9.758097148192663,8.402055777042632,8.11040638121847,8.725716366589849
2020-08-08,1664,209.6818791789435,2816.995282846398,11.11244889925558,9.67694448424764,34347.29278198958,-33572.702419683235,9.462339945055756,2.699847731424742,9.988712091108093,11.112848657975029,9.733656946005917,11.04339070701555,10.517259741793739,9.660598777499736,8.485498533145877
2020-08-09,1513,128.22515520644396,2004.2615321205396,10.465202607406702,9.708302697596071,66516.83557979034,94515.13047562494,10.361327161779029,9.170155795336697,11.146332270092596,9.897794870452369,10.354083864921083,10.535848772366244,11.291459750643492,8.180234980811935,9.879629888736012
2020-08-10,1342,310.0634596220088,2444.164664323629,9.079354962415602,10.639436426258186,45125.12061223896,73599.67675416287,9.653182388738669,11.68836420299638,12.563457343381035,9.755912844002466,9.93013137814147,9.276057546299738,10.68569592133181,10.188490781965568,9.899517991131436
2020-08-11,1472,43.78510372725714,1623.8925581270012,11.224912805511515,8.452674777185797,89701.73021766904,43001.99101239387,8.751781464758393,1.6803594195697489,9.171783726989334,10.280764934567696,10.209048042861946,9.850179818629211,8.901352161520375,12.312725624674009,9.310174098400168
2020-08-12,1231,136.57378126406593,1893.176477290344,11.063441155053932,11.935058548484733,24033.494223079495,108903.6808126483,9.21338115154255,12.197824978059236,10.31978075279913,12.978561168174565,10.68927532293541,10.784338065150413,9.987991583098362,9.440981004026279,8.73854992398729
2020-08-13,2214,133.4815278873206,2212.03950056189,9.074472967313877,9.705169645485569,34765.380689153244,57838.677803963306,10.493468395044156,-4.653835065319161,9.887242517870503,11.418196825582076,8.952295922993022,9.647118786887734,10.092652557126833,9.652193812538151,9.65191921084808
2020-08-14,1026,307.29342100519455,1272.6430323156544,10.216427790368632,10.500368205104055,62450.392246763746,110448.90429987996,9.385842179685953,9.987975592379557,8.418710636179565,9.47861212896353,9.159406816057086,9.83876264210881,9.183158610049178,9.793619171645092,11.554656785385031
2020-08-15,1398,360.23795860391465,2645.7584041784476,10.421237875413004,9.728472380089823,81781.05287235598,80406.05538657779,10.79336581630423,2.378817079956562,11.384377824173054,10.541919473344075,11.913386176344797,9.133179932644541,11.560917879143982,11.915713028967186,9.61209741057788
2020-08-16,1682,173.7592930178584,1966.953794116678,10.904903800064883,9.759712110401798,33411.11675521072,13887.682979475212,10.243636379997234,-1.506211490730859,8.964970240043552,10.644923779948625,9.333593614916865,9.184708923900294,10.187485527741154,11.344269128301262,8.683355219557054
2020-08-17,1303,111.51538722208407,3431.9429481454017,12.855970463025582,9.85101787895339,60819.36987805503,4592.10029543507,9.64092795594776,21.485485013872896,8.074289205349178,10.8740097825737,8.267596978257478,9.299723079513821,8.154822261189098,10.721019211670153,10.780337997965377
2020-08-18,935,231.05661075006685,2103.3840010498225,9.56886766348622,10.871192441294252,30172.81926814272,41882.61388311422,9.81943227911402,6.87901466652946,9.73399217434465,9.928659513332494,11.323932132941014,10.14052539978605,10.2893611366498,11.054040497584495,9.839982641556546
2020-08-19,1740,270.13450705555664,1551.4030309980863,11.324700400943156,11.49949601764579,56137.85544237008,-30447.03241190563,9.594499407503513,1.5109028077946505,10.452822498523258,9.653651222362974,12.727695125742239,10.64403314278849,12.768339931137433,9.76985189216023,8.465212476342677
2020-08-20,1321,224.2247852338726,2780.8111151254575,9.99636192689139,10.94761284594943,20029.25951177717,106434.09039641153,10.27613290718386,17.822479908995685,10.068912303547817,8.458852590589306,9.255458223087803,10.270265135623193,11.19186673600872,10.478044227564274,10.334997166439368
2020-08-21,1242,75.45620818902796,2858.1494618568754,12.095103373197926,11.661061256093092,38325.26834931475,130667.77552519989,11.435930790190408,5.837853894715533,11.695745357560178,9.190541083729931,10.470639096411297,9.85055079395983,11.028936951584818,7.99574976263432,10.110527543298561
2020-08-22,1755,333.48088503769725,2040.469154828992,10.149109168449604,9.196655692646903,62729.0682863854,-67462.62967968985,9.078974688927335,16.260870325043943,8.433137771155547,9.133739248209915,12.229710528653992,8.719106912859512,9.68102788624695,7.967022091036561,7.559999215006714
2020-08-23,1375,451.0230582016227,3128.2181631554286,10.520283305788691,9.752661307038267,71457.3918259033,106686.85272998433,9.255376104489452,9.71867464596446,8.738427106395338,9.294680736232506,8.753371176875753,9.088663606478049,11.201070135359746,11.070171130831186,11.482261862456168
2020-08-24,1437,248.76582879885834,1998.929189786411,8.342467384273162,11.746979888422077,49162.08599474367,28294.67810300069,8.865817217116064,15.11848117686544,10.426437307566509,9.739731530489998,13.339680568540743,10.137314618539886,10.175787716723589,9.309036527234834,10.334844286201612
2020-08-25,1555,16.156004515775237,1496.9894803251682,9.953301750151184,8.77750764364956,47974.03765431339,109824.60647013619,11.461030267334227,0.5220516152541883,9.581178947907013,11.371729549884442,9.326635535365353,11.401712024635257,9.861876225563014,10.513526753518885,8.946766796890962
2020-08-26,1656,281.3340379000568,2630.414648892015,9.851394989118909,13.269953260975178,30244.1595811097,86291.58573913931,9.352807265851817,10.574003114153278,8.565109603002929,10.334116357011116,10.704748536456423,11.710141766567011,10.318168394258304,10.076152327878585,10.397691458901589
2020-08-27,1129,155.396939988099,1111.266154578464,8.851936261287074,11.633892564518963,33624.798539872274,177802.45892500842,10.888273240666349,24.188603096172912,9.288011839347641,9.588325237965147,10.149789223432004,9.178043628407949,9.671901240124395,11.24806030816256,9.614048498370131
2020-08-28,1659,211.72774212269445,2239.2070334992422,9.663568144109828,8.94593109716427,62097.562133533895,64024.10060769771,11.907895789648778,9.776445965614196,11.508425595497194,8.90623818309707,10.19164651952024,8.999314688889521,10.714974360962625,9.646098961179861,9.070661978132902
2020-08-29,1755,232.12088368609,1793.158814523565,10.942748893201895,11.343278613781395,33056.9421596371,90701.03574004148,10.045783946561976,13.266800324517641,8.31094561801918,9.197409873404723,8.816331641317767,9.300486399193007,10.512108697743079,7.461213541907041,8.433334508788151
2020-08-30,1442,185.9961385456455,1103.6047674997194,9.59205600211992,8.648630973691123,55772.46081516517,129640.60686724665,9.227051821568182,17.06509197749468,10.522847843866474,7.816434962590335,9.827439546526925,11.950657601267983,9.616156776952694,10.720590826283331,10.535295207799804
2020-08-31,1920,407.7147824109924,1460.3914419012358,8.775594569063792,9.40625897372816,43916.05792920178,153910.72159964844,9.486209867352933,2.864584585563404,8.06725687376832,8.29306766985034,7.9732524910935645,11.197563203711523,11.271634080011026,10.234744374461952,10.284518914623348
2020-09-01,1197,185.68278467480172,2185.7097086016497,10.234646834416798,9.828476800088199,62521.80012866269,141243.12650679913,11.343443756996026,12.679481931918236,10.541141877647101,9.529987800161999,9.484743070475378,10.053640907813701,11.850104484861628,9.20179620250722,8.990328902965455
2020-09-02,1788,62.976575853793236,1254.3534885131808,10.797769913095621,10.09143206082558,63102.34538115867,129876.99044216616,9.49103137796284,10.745417598789695,9.463755785937742,9.348350651522926,10.249011817421332,9.28612437942452,10.35821628386865,10.830561988255074,10.055601589304421
2020-09-03,1115,351.6342176158498,2033.5050747479968,10.375517401431006,10.720401485727228,49445.61794002126,122423.54359603085,8.726124433205523,-0.7724465253106896,9.85020236798912,9.768557429992352,9.22800353349598,9.583267565992609,9.038688896548718,9.520183876537075,10.159224090210714
2020-09-04,1017,322.7895254282147,1040.26871334635,9.065118493758005,10.24540852800363,61356.11063978038,61213.11591564854,10.81446995685965,4.064212187261466,10.448067656506343,10.641082769848339,11.592712461273663,9.064697629449395,10.686146400198023,10.67275093249885,8.099692653426112
2020-09-05,1639,164.9880530313443,2815.5566856533537,10.409182319672844,10.760965824824359,22493.44749086924,103122.21983646924,8.122574220995922,9.826383256772617,11.12107302964903,11.163850039883933,9.93685014875863,11.223561300047399,10.555903966064829,10.92417883250321,9.751000974121975
2020-09-06,1406,83.9558737774829,2345.1028471583427,10.755186805312237,10.510233264542979,63717.7568660277,81003.73209628288,8.654359344287272,13.914668539433716,9.190961024321188,9.35249133930425,11.560068486614972,10.007259650085416,8.117512538095971,7.718113700882071,9.838644424578543
2020-09-07,1907,300.29537119961543,1421.3055282530624,10.193274793073044,10.469930176221519,84030.70956491443,70544.26619302337,8.693968151643782,13.649237146058383,8.803658616756444,10.535041209242511,9.547313550770859,9.660445096321613,8.851734855148045,8.713348686610574,10.27000696896124
2020-09-08,1505,230.32978145233827,2298.7658326744436,10.318458306193252,11.552415854213747,48984.8186136742,43096.47858506289,9.685072917420175,-6.420710971192548,9.484267686326703,11.295158153740967,10.40675200178399,9.708679907427527,9.920651301334525,9.085935382049636,9.729434737847916
2020-09-09,1723,96.78373359362116,2257.731671430049,10.179273521121866,9.696600721793658,77202.00028751846,81536.96234075051,9.740600058895634,10.642183015024521,10.682273219321528,10.92657720250587,10.547136504886451,10.571834643798134,11.25056648151309,11.598171807722919,10.46415088743227
2020-09-10,1071,177.56460665259453,3486.4457027259577,11.376284403316525,10.568247514075473,40942.93792207187,121057.75628286284,9.359124402546001,9.061750624744866,9.690670189337736,9.469914448875242,11.747242321595952,7.422041110644639,10.639298968052247,10.683964362734288,9.54626931645094
2020-09-11,1784,157.97008871367765,2289.1279063794013,10.88653820643561,8.589401883283246,49329.886088625,5542.877297253464,10.878932178562382,6.156725668368253,9.396122764859214,10.243193826312703,9.632355151713677,9.163493406157114,8.119808851735527,9.80647658547263,9.640041210474996
2020-09-12,1442,271.2306595415326,2312.203790932158,9.385285665691537,9.902405474779616,75865.23207786889,54804.93086727582,10.790375721383207,16.886944153904192,9.220482691768186,11.023259606368281,10.224553781921308,9.369692262304975,9.748406216000998,9.778874118516226,12.817907718079336
2020-09-13,855,188.8353849697529,25.57776543839759,7.635014573581575,9.736635390972143,50927.675232302565,94903.8695412623,11.797864599368376,14.493385153805406,9.112685244663304,12.423074012709618,9.901065360310294,8.816259290444608,9.6412812887465,10.52482211982568,10.735276492664168
